"시설번호","년도","지역코드","시설유형","쉼터명칭","도로명주소","지번상세주소","면적","이용가능인원","선풍기보유대수","에어컨보유대수","야간개방","휴일개방","숙박가능여부","입력시간","수정시간","사용여부","비고","운영시작일","운영종료일","경도","위도","X좌표","Y좌표"
"1120000293","2022","1120064500","013","옥수나들목 샘물창고","서울특별시 성동구 동호로 21 (옥수동)","168-1","3","8","0","0","","","","2022-07-27 14:45:55","2022-07-27 14:45:55","Y","","","","127.017200","37.539900","201520.107996","548932.664564"
"1129000257","2022","1129057500","001","동선동 희망경로당","서울특별시 성북구 아리랑로4길 49-1","71-1","101","42","3","2","N","N","N","2021-07-28 11:21:52","2022-06-30 10:23:44","Y","","20220520","20220930","127.018283","37.595875","201614.630757","555145.220399"
"1121500101","2022","1121577000","011","긴고랑공원","","68-19","633","15","0","0","","","","2021-05-21 16:50:03","2022-07-12 15:19:14","Y","","","","127.090956","37.558969","208036.452235","551052.854595"
"1121500105","2022","1121583000","011","금모래공원","서울특별시 광진구 뚝섬로56길 28","651-50","1022","15","0","0","","","","2021-05-21 17:00:13","2022-07-12 15:20:07","Y","","","","127.082398","37.530181","207283.129192","547856.970880"
"1120000292","2022","1120010700","012","무지개텃밭 샘물창고","","67-10","3","5","0","0","","","","2022-07-27 14:44:13","2022-07-27 14:44:13","Y","","","","127.040700","37.553600","203596.341571","550453.838547"
"1120000297","2022","1120010700","011","구청 앞 오두막 샘물창고","","192-18","3","5","0","0","","","","2022-07-27 14:55:45","2022-07-27 14:55:45","Y","","","","127.036400","37.563200","203215.971473","551519.168903"
"1121500106","2022","1121584000","012","동자공원","서울특별시 광진구 자양번영로3길 16","582-19","986","15","0","0","","","","2021-05-21 17:02:29","2022-07-12 15:20:15","Y","","","","127.074347","37.531990","206571.334771","548057.254438"
"1121500110","2022","1121571000","011","화양동 정자마당공원","","110-34","2382","20","0","0","","","","2021-05-21 17:13:23","2022-07-12 15:18:11","Y","","","","127.071808","37.546518","206345.748912","549669.488660"
"11590079","2022","1159058000","001","흑석센트레빌2차아파트경로당","서울특별시 동작구 서달로 91 (흑석동)","339","224","80","3","4","N","N","N","2021-04-13 18:26:38","2022-05-20 14:16:39","Y","","20220520","20220930","126.958566","37.502233","196336.253799","544752.757272"
"11590080","2022","1159058000","001","흑석푸르지오아파트경로당","서울특별시 동작구 흑석한강로 27 (흑석동 흑석한강푸르지오)","336 흑석한강푸르지오","176","60","5","4","N","N","N","2021-04-13 18:26:38","2022-05-20 14:16:39","Y","","20220520","20220930","126.965402","37.503154","196940.749756","544854.754417"
"11590067","2022","1159057000","001","신동아아파트 경로당","서울특별시 동작구 매봉로 134","481","66","40","3","2","N","N","N","2021-04-13 18:26:38","2022-05-20 14:16:39","Y","","20220520","20220930","126.951846","37.509702","195742.503170","545582.003169"
"11590068","2022","1159057000","001","한신휴플러스아파트 경로당","서울특별시 동작구 매봉로 99 (본동 한신휴플러스아파트)","487","109","60","2","1","N","N","N","2021-04-13 18:26:38","2022-05-20 14:16:39","Y","","20220520","20220930","126.950156","37.508949","195593.003858","545498.507615"
"11590069","2022","1159057000","001","본동삼성래미안아파트 경로당","서울특별시 동작구 매봉로 123 (본동 삼성래미안아파트)","492","75","40","3","1","N","N","N","2021-04-13 18:26:38","2022-05-20 14:16:39","Y","","20220520","20220930","126.950132","37.509850","195590.996786","545598.508196"
"11590070","2022","1159057000","001","한신휴플러스아파트 101동 경로당","서울특별시 동작구 매봉로 99 (본동 한신휴플러스아파트)","488","33","20","2","1","N","N","N","2021-04-13 18:26:38","2022-05-20 14:16:39","Y","","20220520","20220930","126.950133","37.508931","195590.995775","545496.499810"
"11590071","2022","1159057000","001","본동에스에이치빌아파트 경로당","서울특별시 동작구 노량진로22길 60 (본동 본동 에스에이치빌)","490","72","40","1","1","N","N","N","2021-04-13 18:26:38","2022-05-20 14:16:39","Y","","20220520","20220930","126.949792","37.510776","195560.999737","545701.253968"
"11590072","2022","1159057000","001","래미안트윈파크아파트 경로당","서울특별시 동작구 노량진로23가길 23 (본동 래미안 트윈파크)","494","190","60","2","2","N","N","N","2021-04-13 18:26:38","2022-05-20 14:16:39","Y","","20220520","20220930","126.950831","37.514128","195653.001953","546073.257055"
"11590074","2022","1159058000","001","흑석경로당","서울특별시 동작구 서달로13길 17 (흑석동)","181-23","389","80","4","2","N","N","N","2021-04-13 18:26:38","2022-05-20 14:16:39","Y","","20220520","20220930","126.961876","37.508451","196629.248266","545442.751611"
"11590075","2022","1159058000","001","우리유앤미아파트경로당","서울특별시 동작구 서달로 83 (흑석동 우리유앤미아파트)","329","50","20","0","2","N","N","N","2021-04-13 18:26:38","2022-05-20 14:16:39","Y","","20220520","20220930","126.959649","37.500659","196432.002699","544577.999789"
"1120000294","2022","1120010800","013","응봉체육공원 샘물창고","","242-5","3","8","0","0","","","","2022-07-27 14:47:27","2022-07-27 14:47:27","Y","","","","127.035600","37.550600","203145.820422","550120.691587"
"1114000072","2022","1114061500","012","신당동 마을마당","서울특별시 중구 청구로 82 (신당동)","297-17","774","30","0","0","","","","2022-07-08 18:38:49","2022-07-08 18:38:49","Y","","","","127.013200","37.560636","201166.262526","551234.065368"
"1114000073","2022","1114062500","012","다산동 마을마당","서울특별시 중구 동호로15길 60 (신당동)","432-1584","1124","30","0","0","","","","2022-07-08 18:40:52","2022-07-08 18:54:25","Y","","","","127.008580","37.554581","200758.120057","550561.973891"
"11320106","2022","1132068100","001","한양5차A 경로당","서울특별시 도봉구 해등로25길 36 (쌍문동 한양아파트)","쌍문동 59-3","74","40","4","2","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.031330","37.656002","202764.586555","561819.051868"
"1144000084","2022","1144056500","001","공덕한화꿈에그린(아)경로당","서울특별시 마포구 마포대로10길 22","460-0","62","18","2","2","N","N","N","2021-07-14 11:07:44","2022-07-07 19:49:31","Y","","20220520","20220930","126.955493","37.547101","196066.922013","549732.646734"
"1144000140","2022","1144073000","001","중동계룡(아)경로당","서울특별시 마포구 월드컵북로38가길 20","391-0","78","23","2","1","N","N","N","2021-07-14 18:10:51","2022-07-07 19:49:31","Y","","20220520","20220930","126.906153","37.570259","191709.344471","552306.141353"
"1144000124","2022","1144059000","001","LG마포자이(아)경로당","서울특별시 마포구 독막로42길 2","521-0","81","24","7","2","N","N","N","2021-07-14 17:44:15","2022-07-07 19:49:31","Y","","20220520","20220930","126.945301","37.543401","195166.043830","549322.522156"
"11320118","2022","1132069000","001","윗들 경로당","서울특별시 도봉구 도봉로150마길 37 (방학동)","방학동 717-1","86","40","2","2","N","Y","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.044901","37.667771","203961.526003","563125.725529"
"11320120","2022","1132069000","001","방학1동 경로당","서울특별시 도봉구 방학로 130-9 (방학동)","방학동 690-82","231","90","4","3","N","Y","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.037599","37.663382","203317.468444","562638.339556"
"11320121","2022","1132069000","001","거성학마을A 경로당","서울특별시 도봉구 도당로 118 (방학동)","방학동 701-15","86","50","3","2","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.039192","37.666390","203457.900789","562972.277690"
"11320122","2022","1132069000","001","성원A 경로당","서울특별시 도봉구 도당로6길 14-6 성원아파트 경로당 (방학동 성원아파트)","735 성원아파트 성원아파트 경로당","45","40","2","2","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.036093","37.661834","203184.647734","562466.441356"
"11320123","2022","1132069000","001","대상타운현대A 1차경로당","서울특별시 도봉구 마들로 616","720-1","108","50","2","2","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.046672","37.665357","204117.883344","562857.838212"
"11320124","2022","1132069000","001","대상타운현대A 2차경로당","서울특별시 도봉구 마들로 616","720-1","87","50","2","1","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.046779","37.665569","204127.259248","562881.450499"
"11320125","2022","1132069000","001","이수A 경로당","서울특별시 도봉구 도봉로146길 36","713-0","83","50","2","2","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.044907","37.663740","203962.216681","562678.368778"
"11320126","2022","1132069000","001","ESA1단지A 경로당","서울특별시 도봉구 마들로 657","718-7","37","30","2","2","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.045326","37.668410","203998.917693","563196.699581"
"11320117","2022","1132068100","001","성원A 경로당","서울특별시 도봉구 해등로 242-11 (쌍문동 성원아파트)","쌍문동 53","89","50","3","2","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.029034","37.658464","202561.900263","562092.244058"
"1135000301","2022","1135060000","014","경춘선 숲길쉼터","","29-51","20","5","0","0","","","","2021-07-27 19:16:06","2022-06-15 17:38:59","Y","","","","127.093089","37.624262","208217.794731","558299.830959"
"1132000181","2022","1132010500","013","우이천 수유교 하부 야외 무더위쉼터","","550-4","150","30","0","0","","","","2022-07-20 13:39:31","2022-07-20 13:39:31","Y","","","","127.028848","37.644455","202545.983821","560537.359357"
"1153000258","2022","1153072000","001","양지경로당","서울특별시 구로구 경인로47나길 10-5","52-171","196","59","2","2","N","N","N","2021-05-26 11:09:11","2022-06-17 18:36:24","Y","","20220520","20220930","126.866070","37.502261","188157.543440","544763.529102"
"1153000259","2022","1153079000","001","우신빌라경로당","서울특별시 구로구 오리로 1265","213-21","116","35","2","1","N","N","N","2021-05-26 11:18:59","2022-06-17 18:36:24","Y","","20220520","20220930","126.830571","37.494301","185017.003554","543885.141572"
"1114000074","2022","1114016200","012","다산어린이공원","","123-1","3114","50","0","0","","","","2022-07-08 18:42:12","2022-07-08 18:54:15","Y","","","","127.018810","37.563954","201661.827645","551602.441951"
"1132000178","2022","1132010600","013","중랑천 상계교 하부 야외 무더위쉼터","","726-166","180","50","0","0","","","","2022-07-20 13:16:19","2022-07-20 13:16:19","Y","","","","127.050607","37.661918","204465.230584","562476.412011"
"1132000179","2022","1132010500","012","발바닥공원 내 야외무더위쉼터","","221-17","1000","200","0","0","","","","2022-07-20 13:25:49","2022-07-20 14:13:28","Y","","","","127.029137","37.659237","202570.997444","562178.031086"
"1132000180","2022","1132010700","012","밤골어린이공원 야외 무더위쉼터","","355-0","800","100","0","0","","","","2022-07-20 13:32:22","2022-07-20 13:32:22","Y","","","","127.045202","37.648828","203989.095804","561023.231961"
"1132000182","2022","1132010700","013","우이천 우이3교 하부 야외 무더위쉼터","","737-7","370","50","0","0","","","","2022-07-20 14:17:14","2022-07-20 14:17:14","Y","","","","127.036583","37.637060","203228.981378","559716.850834"
"1132000183","2022","1132010700","013","중랑천 녹천교 하부 야외 무더위쉼터","","756-164","200","50","0","0","","","","2022-07-20 14:19:58","2022-07-20 14:19:58","Y","","","","127.055086","37.645813","204861.472440","560689.086077"
"1132000176","2022","1132010800","013","중랑천 노원교 하부 야외 무더위쉼터","","86-1","180","50","0","0","","","","2022-07-20 11:11:07","2022-07-20 11:17:49","Y","","","","127.050261","37.678970","204433.731080","564369.001543"
"1132000177","2022","1132010800","015","중랑천 서원아파트 106동 앞 야외 무더위쉼터","","18-3","100","30","0","0","","","","2022-07-20 11:17:14","2022-07-20 14:10:52","Y","","","","127.048159","37.671328","204248.714608","563520.649346"
"1114000075","2022","1114016200","012","동화주민공원","","851-9","2546","30","0","0","","","","2022-07-08 18:43:57","2022-07-08 18:43:57","Y","","","","127.020496","37.560509","201810.895597","551220.074323"
"1114000076","2022","1114067000","012","황학동 쌈지공원","서울특별시 중구 마장로9길 7 (황학동)","1249-0","36","5","0","0","","","","2022-07-08 18:53:58","2022-07-08 18:53:58","Y","","","","127.019518","37.568657","201724.324033","552124.399338"
"1120000300","2022","1120072000","014","송정 제방길 샘물창고","서울특별시 성동구 송정길 93-2 (송정동)","72-37","3","5","0","0","","","","2022-07-27 14:59:38","2022-07-27 14:59:38","Y","","","","127.067600","37.553200","205973.316925","550410.812534"
"1135000308","2022","1135069500","099","중랑천 쉼터1","서울특별시 노원구 노해로 432","738-0","30","5","0","0","","","","2021-07-27 19:43:37","2022-06-15 17:40:21","Y","","","","127.055494","37.652666","204897.100323","561449.787468"
"1120000299","2022","1120011500","015","성수 한신아파트 나들목 샘물창고","","790","3","5","0","0","","","","2022-07-27 14:58:34","2022-07-27 14:58:34","Y","","","","127.052806","37.534985","204667.214778","548388.331117"
"1121500107","2022","1121584700","011","약초원소공원","","553-22","826","15","0","0","","","","2021-05-21 17:05:09","2022-07-12 15:25:55","Y","","","","127.067938","37.534929","206004.657629","548382.929988"
"1121500108","2022","1121581000","011","평강공원","서울특별시 광진구 광장로1가길 31","387-1","325","10","0","0","","","","2021-05-21 17:07:12","2022-07-12 15:19:37","Y","","","","127.100699","37.548055","208898.601342","549842.341646"
"1121500113","2022","1121582000","011","광진구청 공원","","117","1500","20","0","0","","","","2021-05-21 17:28:38","2022-07-12 15:19:46","Y","","","","127.082921","37.538635","207328.582728","548795.401588"
"1121500100","2022","1121576000","011","중곡3동마을공원","서울특별시 광진구 용마산로33길 25","195-1","972","10","0","0","","","","2021-05-21 16:46:44","2022-07-12 15:19:04","Y","","","","127.084608","37.570007","207474.475060","552277.352860"
"1121500103","2022","1121587000","011","개나리공원","","216-5","989","15","0","0","","","","2021-05-21 16:55:08","2022-07-12 15:20:50","Y","","","","127.092362","37.538042","208162.988982","548730.274642"
"1121500098","2022","1121573000","011","군자동 복합청사 1층 쉼터","서울특별시 광진구 능동로29길 22 (군자동)","45-15","642","15","0","0","","","","2021-05-21 16:38:43","2022-07-12 15:18:27","Y","","","","127.076704","37.554834","206777.587515","550592.795574"
"1121500109","2022","1121578000","011","능동 정자마당공원","","369-12","1518","20","0","0","","","","2021-05-21 17:11:32","2022-07-12 15:19:28","Y","","","","127.079339","37.553445","207010.557131","550438.759789"
"1120000298","2022","1120011200","014","금호나들목 샘물창고","","1523-2","3","5","0","0","","","","2022-07-27 14:57:00","2022-07-27 14:57:00","Y","","","","127.024400","37.543700","202156.322839","549354.559060"
"1144000080","2022","1144056500","001","공덕1동경로당","서울특별시 마포구 만리재옛길 78-1","26-2","180","54","2","1","N","N","N","2021-06-09 19:11:45","2022-07-07 19:49:31","Y","","20220520","20220930","126.959435","37.549929","196415.446853","550046.374159"
"1144000082","2022","1144061000","001","송암경로당","서울특별시 마포구 숭문길 59-2","81-5","27","8","1","1","N","N","N","2021-06-09 19:21:24","2022-07-07 19:49:31","Y","","20220520","20220930","126.945469","37.549287","195181.207722","549975.755187"
"1120000296","2022","1120055000","014","사근?용답 입구 샘물창고","서울특별시 성동구 살곶이길 159 (사근동)","237-1","3","8","0","0","","","","2022-07-27 14:54:34","2022-07-27 14:54:34","Y","","","","127.050400","37.562600","204452.919361","551453.147148"
"1120000295","2022","1120079000","011","살곶이체육공원 샘물창고","서울특별시 성동구 중랑천서자전거길 209 (사근동)","102-16","3","8","0","0","","","","2022-07-27 14:53:29","2022-07-27 14:53:29","Y","","","","127.050000","37.554000","204418.086473","550498.630214"
"11200155","2022","1120063000","001","옥향경로당(삼성아파트)","서울특별시 성동구 독서당로 218","250-0","64","19","4","1","N","N","N","2021-03-15 11:02:54","2022-05-24 18:19:10","Y","","20220520","20220930","127.013987","37.542112","201236.111767","549178.122511"
"11200156","2022","1120063000","001","옥수하이츠(아)경로당","서울특별시 성동구 한림말길 50","100-0","96","29","3","2","N","N","N","2021-03-15 11:02:54","2022-05-24 18:19:10","Y","","20220520","20220930","127.016335","37.540014","201443.658506","548945.303540"
"1168000099","2022","1168056500","001","청담삼성1차아파트경로당","서울특별시 강남구 삼성로133길 20 (청담동 청담동 삼성1차 아파트)","33-0","24","7","2","1","N","N","N","2022-05-19 14:17:20","2022-05-26 09:37:20","Y","","20220520","20220930","127.047838","37.519266","204229.027151","546643.449452"
"11680019","2022","1168054500","001","로데오현대(아)경로당","서울특별시 강남구 압구정로50길 28","658-2","331","10","2","1","N","N","N","2021-04-21 14:38:51","2022-05-26 09:37:20","Y","","20220520","20220930","127.037474","37.526595","203312.470702","547456.527816"
"11680012","2022","1168054000","001","현대(아)경로당","서울특별시 강남구 압구정로33길 48  2층 (압구정동)","458 2층","224","30","3","3","","","","2021-04-21 14:38:51","2022-05-26 13:55:18","Y","","20220520","20220930","127.030651","37.530618","202709.203577","547902.801344"
"11680014","2022","1168054000","001","청담경로당","서울특별시 강남구 도산대로67길 15 (청담동)","94-4","81","20","2","2","","","","2021-04-21 14:38:51","2022-05-26 13:54:15","Y","","20220520","20220930","127.044256","37.525176","203911.998125","547299.208146"
"11680016","2022","1168054000","001","봉전경로당","서울특별시 강남구 봉은사로68길 39-3 (삼성동)","123-29","244","30","3","2","","","","2021-04-21 14:38:51","2022-05-26 13:54:56","Y","","20220520","20220930","127.051901","37.509863","204588.800821","545600.003864"
"11680018","2022","1168054500","001","압구정1동 경로당","서울특별시 강남구 언주로157길 8","627-2","98","40","4","1","N","N","N","2021-04-21 14:38:51","2022-05-26 09:37:20","Y","","20220520","20220930","127.032347","37.523935","202859.384651","547161.077328"
"1168000101","2022","1168054500","002","압구정노인복지센터","서울특별시 강남구 도산대로53길 5 (신사동)","652-13","146","30","3","2","N","N","N","2022-05-19 14:29:15","2022-05-26 09:37:20","Y","","20220520","20220930","127.038193","37.523524","203376.155623","547115.644123"
"11320109","2022","1132068100","001","대우파크힐A 경로당","서울특별시 도봉구 시루봉로 8 (쌍문동 대우파크힐)","쌍문동 730","48","40","1","2","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.028817","37.651656","202543.020055","561336.540801"
"11320107","2022","1132068100","001","금호2차A 경로당","서울특별시 도봉구 해등로 241-14","259-0","80","40","2","2","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.028291","37.656826","202496.367626","561910.400176"
"11320108","2022","1132068100","001","한양6차A 경로당","서울특별시 도봉구 시루봉로 58 (쌍문동)","쌍문동 59-5","100","50","2","3","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.029384","37.655807","202592.902542","561797.275556"
"11290053","2022","1129059000","001","브라운스톤돈암(아) 경로당","서울특별시 성북구 북악산로 844","636-0","137","35","2","2","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.017550","37.597937","201549.837431","555374.100381"
"11290054","2022","1129059000","001","한신팔각정(아)경로당","서울특별시 성북구 성북로4길 52","609-1","119","26","4","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.011299","37.596264","200997.835053","555188.331215"
"11290055","2022","1129059000","001","돈암코오롱하늘채(아)경로당","서울특별시 성북구 아리랑로 75","644-0","260","20","0","7","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.013404","37.599213","201183.693509","555515.672970"
"11290059","2022","1129060000","001","개운경로당","서울특별시 성북구 개운사길 15","101-16","97","32","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.029068","37.587106","202567.362064","554172.233325"
"11290038","2022","1129058000","001","돈암 현대(아)경로당","서울특별시 성북구 정릉로 404","1-3","76","34","3","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.028286","37.604142","202497.724280","556063.018157"
"11320110","2022","1132068100","001","미라보A 경로당","서울특별시 도봉구 시루봉로2길 62 (쌍문동 쌍문미라보아파트)","쌍문동 160","20","30","2","2","N","N","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.031892","37.655399","202814.218519","561752.063941"
"11320111","2022","1132068100","001","쌍문4동 경로당","서울특별시 도봉구 노해로 213-24","137-112","91","23","3","1","N","Y","N","2021-03-22 09:38:34","2022-07-05 21:10:08","Y","","20220520","20220930","127.031896","37.652181","202814.719397","561394.976136"
"1147000565","2022","1147067000","001","목동(아)8단지 경로당","서울특별시 양천구 신정동 목동서로 280  경로당 (신정동 목동신시가지아파트8단지)","314 목동신시가지아파트8단지 목동(아)8단지 경로당","198","34","6","2","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.868287","37.525087","188357.114424","547296.616889"
"1147000566","2022","1147067000","001","목동(아)13단지 경로당","서울특별시 양천구 신정동 목동동로 100  경로당 (신정동 목동신시가지아파트13단지)","327 목동신시가지아파트13단지 목동(아)13단지 경로당","185","62","6","3","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.865858","37.517731","188141.201229","546480.507267"
"1147000583","2022","1147068000","001","목동2차삼성래미안 1단지 경","서울특별시 양천구 신정동 목동남로4길 81  경로당 (신정동 목동2차삼성래미안아파트)","1295-4 목동2차삼성래미안아파트 목동2차삼성래미안 1단지 경로당","32","28","2","1","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.868601","37.512798","188382.930408","545932.675300"
"1147000584","2022","1147068000","001","대림아크로빌","서울특별시 양천구 목동서로 401","324-7","52","28","3","1","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.859510","37.515377","187579.654057","546220.050788"
"1147000559","2022","1147065000","001","은행정경로당","서울특별시 양천구 신정동 오목로38길 16  경로당 (신정동)","962-18 은행정경로당","63","40","4","2","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.857261","37.526570","187382.746204","547462.666631"
"1129000255","2022","1129057500","001","성신경로당","서울특별시 성북구 보문로32길 80-5","273-0","56","42","4","2","N","N","N","2021-06-30 14:33:24","2022-06-30 10:23:44","Y","","20220520","20220930","127.020741","37.590285","201831.821649","554524.849243"
"11260004","2022","1126052000","005","면목2동주민센터","서울특별시 중랑구 동일로101길 20-15","180-8","224","56","7","4","N","Y","N","2021-04-21 17:19:58","2022-05-19 17:35:41","Y","","20220520","20220930","127.078929","37.589768","206970.995181","554470.228067"
"11260009","2022","1126054000","005","면목4동주민센터","서울특별시 중랑구 면목로 246","378-9","272","68","12","2","N","Y","N","2021-04-21 17:19:58","2022-05-19 17:35:41","Y","","20220520","20220930","127.085460","37.574759","207549.272309","552804.849110"
"11260017","2022","1126055000","005","면목5동주민센터","서울특별시 중랑구 동일로 619","175-18","704","176","1","2","N","Y","N","2021-04-21 17:19:58","2022-05-19 17:35:41","Y","","20220520","20220930","127.079465","37.585845","207018.632118","554034.870277"
"11260048","2022","1126058000","005","상봉1동주민센터","서울특별시 중랑구 상봉중앙로1길 6","204-1","50","11","5","2","N","Y","N","2021-04-21 17:19:58","2022-05-19 17:35:41","Y","","20220520","20220930","127.087143","37.599924","207695.379188","555598.050021"
"11260058","2022","1126059000","005","상봉2동주민센터","서울특별시 중랑구 동일로114길 10","126-0","232","31","4","17","N","Y","N","2021-04-21 17:19:58","2022-05-19 17:35:41","Y","","20220520","20220930","127.083237","37.592482","207351.155643","554771.791133"
"11740247","2022","1174070000","001","둔촌동아아파트경로당","서울특별시 강동구 동남로49길 60-5 (둔촌동 동아아파트)","621 동아아파트","43","44","2","1","N","N","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.146135","37.533037","212916.396052","548180.807409"
"1147000576","2022","1147063000","001","목동(아)11단지 경로당","서울특별시 양천구 목동동로 10","325-0","170","46","6","2","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.861311","37.507760","187737.603124","545374.401835"
"1147000577","2022","1147068000","001","목동(아)12단지 경로당","서울특별시 양천구 신정동 목동동로 50  경로당 (신정동 목동신시가지아파트12단지)","326 목동신시가지아파트12단지 목동(아)12단지 경로당","201","40","3","2","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.861011","37.514851","187712.249557","546161.441051"
"1147000578","2022","1147068000","001","양천(아)경로당","서울특별시 양천구 신정동 목동로3길 57  경로당 (신정동 양천아파트)","276 양천아파트 경로당","259","85","6","3","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.862887","37.512200","187877.700778","545867.014525"
"11500009","2022","1150051000","001","강변한솔솔파크(아)어르신사랑방","서울특별시 강서구 양천로63길 38","300-0","107","32","2","1","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.866429","37.556695","188197.893357","550804.909130"
"11500010","2022","1150051000","001","염창삼성하나로(아)어르신사랑방","서울특별시 강서구 양천로73길 5","248-3","108","33","1","1","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.871891","37.551597","188679.701725","550238.508711"
"11500011","2022","1150051000","001","쌍용예가(아)어르신사랑방","서울특별시 강서구 양천로 613","308-0","108","33","1","1","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.866409","37.555387","188195.849194","550659.750313"
"11500012","2022","1150052000","001","대동황토방(아)어르신사랑방","서울특별시 강서구 공항대로59길 103","631-16","59","18","2","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.862857","37.555890","187882.137313","550716.084741"
"11500013","2022","1150052000","001","대동황토방2차(아)어르신사랑방","서울특별시 강서구 공항대로55길 50","713-0","64","19","2","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.862136","37.555120","187818.234057","550630.728248"
"11500014","2022","1150052000","001","라인(아)어르신사랑방","서울특별시 강서구 화곡로68길 33","628-21","83","25","1","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.856416","37.559758","187313.633709","551146.170465"
"11500015","2022","1150052000","001","보람2차(아)어르신사랑방","서울특별시 강서구 화곡로 390","640-0","50","15","2","1","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.853901","37.558004","187091.100632","550951.850653"
"11500016","2022","1150052000","001","코오롱(아)어르신사랑방","서울특별시 강서구 화곡로66길 90","642-0","93","28","2","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.858166","37.556073","187467.620168","550736.966346"
"11500017","2022","1150052000","001","코오롱3차(아)어르신사랑방","서울특별시 강서구 공항대로55길 19","714-0","61","19","3","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.860600","37.554378","187682.407787","550548.486384"
"11500018","2022","1150052000","001","등촌어르신사랑방","서울특별시 강서구 화곡로66길 186-12 (등촌동)","645-28","142","28","4","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.862412","37.553774","187842.438103","550481.213630"
"11500020","2022","1150052000","001","서광(아)어르신사랑방","서울특별시 강서구 공항대로45길 68-6","638-6","71","22","2","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.856611","37.557467","187330.457378","550891.881250"
"11740113","2022","1174059000","001","서원마을경로당","서울특별시 강동구 올림픽로 936","116-51","113","28","2","1","N","Y","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.133379","37.564006","211783.999008","551616.408954"
"11740114","2022","1174059000","001","한강현대경로당","서울특별시 강동구 올림픽로104길 36  한강현대아파트제 한강현대아파트제 (암사동)","442-1","105","54","3","1","N","N","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.131680","37.555470","211635.202020","550668.801651"
