"시설번호","년도","지역코드","시설유형","쉼터명칭","도로명주소","지번상세주소","면적","이용가능인원","선풍기보유대수","에어컨보유대수","야간개방","휴일개방","숙박가능여부","입력시간","수정시간","사용여부","비고","운영시작일","운영종료일","경도","위도","X좌표","Y좌표"
"11545043","2022","1154564000","005","독산4동주민센터","서울특별시 금천구 독산동 독산로 232 (독산동)","1022 독산4동주민센터","33","30","0","1","Y","Y","N","2021-03-18 18:52:11","2022-05-30 21:18:26","Y","","20220520","20220930","126.902195","37.467553","191347.834009","540907.422398"
"11545069","2022","1154568000","005","시흥2동주민센터","서울특별시 금천구 시흥동 금하로 764 (시흥동)","1010-1 시흥제2동주민센터","48","50","10","6","Y","Y","N","2021-03-18 18:52:11","2022-05-30 21:18:26","Y","","20220520","20220930","126.914663","37.449634","192448.971629","538917.564588"
"11545072","2022","1154569000","005","시흥3동주민센터","서울특별시 금천구 시흥동 시흥대로18길 40 (시흥동)","956-3 시흥3동주민센터","1344","120","0","4","Y","Y","N","2021-03-18 18:52:11","2022-05-30 21:18:26","Y","","20220520","20220930","126.905818","37.440256","191665.309596","537877.460830"
"11545081","2022","1154570000","005","시흥4동주민센터","서울특별시 금천구 시흥동 독산로36길 14 (시흥동)","812-38 시흥4동주민센터","30","50","2","1","Y","Y","N","2021-03-18 18:52:11","2022-05-30 21:18:26","Y","","20220520","20220930","126.906129","37.458957","191694.864193","539953.040464"
"11545089","2022","1154571000","005","시흥5동주민센터","서울특별시 금천구 시흥동 금하로21길 20 (시흥동)","832-14 시흥5동주민센터","711","30","12","4","Y","Y","N","2021-03-18 18:52:11","2022-05-30 21:18:26","Y","","20220520","20220930","126.908333","37.452400","191889.196690","539225.067232"
"11305034","2022","1130555500","005","송천동주민센터","서울특별시 강북구 솔샘로 284","860-56","87","50","1","0","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.023834","37.618268","202104.203549","557630.741571"
"11290250","2022","1129081000","008","강북신용협동조합","서울특별시 성북구 돌곶이로 59","252-4","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.058716","37.608942","205184.400830","556596.966100"
"11290034","2022","1129057500","008","새마을금고 삼선(본점)","서울특별시 성북구 아리랑로 16","53-0","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.016441","37.594253","201452.008734","554965.244139"
"11290223","2022","1129077000","008","새마을금고 장위1동(장위로지점)","서울특별시 성북구 장위로 131","238-210","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.051194","37.613719","204519.995920","557126.828016"
"11290233","2022","1129078000","008","새마을금고 장위3동(본점)","서울특별시 성북구 장위로 179-1","86-1","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.055399","37.616138","204891.119567","557395.477324"
"11290032","2022","1129057500","008","새마을금고 삼선(제5지점)","서울특별시 성북구 동소문로 120","118-1","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.018412","37.593491","201626.048410","554880.669662"
"11290033","2022","1129057500","008","국민은행 돈암동지점","서울특별시 성북구 동소문로 114","117-0","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.017649","37.593025","201558.647237","554828.891546"
"11290025","2022","1129055500","008","새마을금고 삼선(삼선지점)","서울특별시 성북구 보문로29길 101","56-1","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.013348","37.585746","201178.978340","554020.941968"
"11290026","2022","1129055500","008","새마을금고 삼선(제2지점)","서울특별시 성북구 보문로38길 11","120-0","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.014164","37.591542","201250.900907","554664.298561"
"11290106","2022","1129063000","008","신한은행 정릉지점","서울특별시 성북구 보국문로 37","404-41","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.009908","37.607928","200874.839081","556482.859290"
"11290108","2022","1129063000","008","새마을금고 한양(본점)","서울특별시 성북구 보국문로 8","414-6","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.011637","37.605404","201027.514584","556202.718250"
"11290213","2022","1129076000","005","장위1동 주민센터","서울특별시 성북구 장위로 61","225-100","160","36","3","3","","","","2021-04-19 16:14:39","2022-07-12 16:30:11","Y","","20220520","20220930","127.043819","37.614035","203868.770316","557161.571053"
"1114000069","2022","1114061500","099","충무아트센터","서울특별시 중구 퇴계로 387 (흥인동)","131-0","130","30","0","1","N","Y","N","2022-06-29 14:01:54","2022-07-09 17:24:07","Y","","20220629","20220930","127.014787","37.565837","201306.433501","551811.358229"
"1114000067","2022","1114059000","099","중구 구민회관","서울특별시 중구 을지로39길 40 (을지로6가)","18-14","105","11","0","2","N","N","N","2022-06-29 13:46:32","2022-07-09 17:24:07","Y","","20220629","20220930","127.006109","37.568602","200539.705281","552118.155647"
"11305044","2022","1130557500","005","삼각산동주민센터","서울특별시 강북구 삼양로19길 34","813-3","516","50","10","3","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.020741","37.615148","201831.203276","557284.401408"
"11305052","2022","1130559000","005","번1동주민센터","서울특별시 강북구 덕릉로41길 74","417-11","243","50","3","10","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.028835","37.637862","202545.052592","559805.592804"
"11305059","2022","1130560000","005","번2동주민센터","서울특별시 강북구 한천로 897","232","192","50","6","2","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.038756","37.632068","203420.971672","559162.834545"
"11380079","2022","1138063100","001","신사1동경로당","서울특별시 은평구 갈현로3나길 6","270-45","192","10","3","1","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.906592","37.601066","191751.500386","555725.342384"
"11380019","2022","1138052000","001","현대홈타운아파트경로당","서울특별시 은평구 불광로2길 16","633-0","164","30","8","2","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.933825","37.612039","194157.200109","556941.181930"
"11305115","2022","1130566000","005","인수동 주민센터","서울특별시 강북구 인수봉로 255","527-19","70","30","5","2","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.010580","37.641458","200933.773483","560204.373223"
"11380115","2022","1138069000","001","구파발10단지제2경로당","서울특별시 은평구 진관3로 15-35","28-0","82","20","1","3","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.923745","37.644916","193270.169984","560590.858313"
"11380116","2022","1138069000","001","제각말5단지제4경로당","서울특별시 은평구 연서로 455","92-0","132","10","4","1","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.933261","37.636230","194109.312012","559626.161654"
"11380117","2022","1138069000","001","우물골8단지아파트경로당","서울특별시 은평구 진관2로 111-7","88-0","83","10","2","2","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.931617","37.636380","193964.217204","559642.914583"
"11380118","2022","1138069000","001","우물골6단지아파트경로당","서울특별시 은평구 진관2로 57-7","81-0","109","15","4","4","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.923584","37.635117","193255.075207","559503.281793"
"11380107","2022","1138065000","001","물빛경로당","서울특별시 은평구 수색로22가길 6-8","324-2","100","30","4","5","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.889994","37.585812","190283.811685","554033.905978"
"11380108","2022","1138069000","001","상림마을11단지아파트경로당","서울특별시 은평구 진관4로 48-8","15-0","36","10","2","1","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.926916","37.644155","193549.958539","560506.172332"
"11380109","2022","1138069000","001","제각말5단지제1경로당","서울특별시 은평구 연서로48길 12","154-0","45","15","1","1","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.935209","37.636392","194281.263796","559644.021460"
"11380110","2022","1138069000","001","기자촌11단지경로당","서울특별시 은평구 연서로46길 7","150-0","108","35","2","3","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.934631","37.636296","194230.239567","559633.401841"
"11380111","2022","1138069000","001","은평뉴타운폭포동4단지2은빛경로당","서울특별시 은평구 연서로44길 7","140-0","128","25","1","3","N","N","N","2021-04-21 16:54:09","2022-07-01 00:20:01","Y","","20220601","20220930","126.922096","37.643266","193124.486576","560407.844754"
"11215038","2022","1121582000","001","래미안 시니어클럽경로당","서울특별시 광진구 아차산로 345","859-0","128","20","3","1","N","N","N","2021-03-18 13:48:31","2022-05-19 14:54:34","Y","","20220520","20220930","127.081187","37.537907","207175.366448","548714.424329"
"11215040","2022","1121582000","001","중앙경로당","서울특별시 광진구 뚝섬로57가길 48-3 (자양동)","633-12","157","39","2","1","","","","2021-03-18 13:48:31","2022-05-19 15:14:31","Y","폭염 특보시 18시 ~ 21시 운영","20220520","20220930","127.081189","37.532386","207176.098733","548101.661259"
"1135000293","2022","1135060000","099","경춘선 힐링쉼터","서울특별시 노원구 공릉로51길 20","428-7","10","5","0","0","","","","2021-07-16 11:31:47","2022-06-15 17:39:17","Y","","","","127.075896","37.628176","206699.684960","558732.821754"
"11290251","2022","1129081000","099","석관지구대","서울특별시 성북구 화랑로32가길 20","407-3","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.055246","37.608961","204878.071396","556598.900076"
"11290057","2022","1129059000","099","아리랑시네센터","서울특별시 성북구 아리랑로 82","538-98","100","10","2","2","","Y","","2021-04-19 16:14:39","2022-07-12 17:58:30","Y","","20220520","20220930","127.013761","37.600002","201215.162590","555603.258876"
"11290045","2022","1129059000","099","아리랑정보도서관","서울특별시 성북구 아리랑로 82","538-98","2018","150","0","9","","Y","","2021-04-19 16:14:39","2022-07-12 17:57:07","Y","","20220520","20220930","127.013987","37.599902","201235.192362","555592.140745"
"1135000310","2022","1135063000","015","중랑천 노원교 야외무더위쉼터","서울특별시 노원구 동일로243길 57","1118-66","10","5","0","0","","","","2021-08-03 08:58:08","2022-06-15 17:40:03","Y","","","","127.051227","37.678776","204518.984017","564347.504447"
"1135000294","2022","1135060000","014","경춘선 인공폭포","서울특별시 노원구 공릉로 126","747-0","10","5","0","0","","","","2021-07-16 11:33:53","2022-06-15 17:39:08","Y","","","","127.078888","37.620991","206964.409506","557935.647183"
"11740064","2022","1174054000","008","SC제일은행명일동지점","서울특별시 강동구 동남로73길 26","47-12","0","30","2","2","N","N","N","2021-04-05 13:29:10","2022-06-23 11:17:19","Y","","20220520","20220930","127.154785","37.553298","213677.202455","550430.801851"
"1135000292","2022","1135056000","011","영축산 순환산책로2","서울특별시 노원구 월계로42길 97","949-0","10","5","0","0","","","","2021-07-16 11:29:57","2022-06-15 17:37:58","Y","","","","127.053925","37.622817","204760.512524","558136.765655"
"1135000297","2022","1135057000","014","우이천 쉼터","서울특별시 노원구 우이천로 66","877-2","10","5","0","0","","","","2021-07-16 11:42:08","2022-06-15 17:38:43","Y","","","","127.045839","37.628637","204046.370396","558782.300280"
"11740060","2022","1174054000","008","신한은행 명일중앙지점","서울특별시 강동구 동남로 881","48-7","400","30","3","2","N","N","N","2021-04-05 13:29:10","2022-06-23 11:17:19","Y","","20220520","20220930","127.155774","37.552291","213764.795944","550319.203377"
"11740059","2022","1174054000","008","우리은행 고덕지점","서울특별시 강동구 동남로71길 23  한양아파트 상가동 (명일동)","54 한양아파트 상가동","33","25","2","1","N","N","N","2021-04-05 13:29:10","2022-06-23 11:17:19","Y","","20220520","20220930","127.154677","37.551482","213667.999798","550229.209517"
"11545044","2022","1154564000","001","감로천경로당","서울특별시 금천구 독산동 독산로72길 86 (독산동)","917 금천호암노인종합복지관","150","20","4","2","N","N","N","2021-03-18 18:52:11","2022-05-30 21:17:35","Y","","20220520","20220930","126.906147","37.469482","191697.602952","541121.204073"
"11545045","2022","1154564000","001","동아아파트경로당","서울특별시 금천구 독산동 독산로78다길 52 (독산동)","183-1 독산동동아아파트","65","20","2","1","N","N","N","2021-03-18 18:52:11","2022-05-30 21:17:35","Y","","20220520","20220930","126.906123","37.469791","191695.522852","541155.445517"
"11545046","2022","1154564000","001","대덕트윈빌아파트경로당","서울특별시 금천구 시흥대로112길 6","1028-0","64","20","0","2","N","N","N","2021-03-18 18:52:11","2022-05-30 21:17:35","Y","","20220520","20220930","126.899119","37.467556","191075.693414","540908.053491"
"11305043","2022","1130555500","001","송천센트레빌","서울특별시 강북구 숭인로 39","461","88","30","5","2","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.025618","37.612669","202261.874993","557009.354440"
"11305045","2022","1130557500","001","SK아파트 제1경로당","서울특별시 강북구 솔샘로 174","1353","776","50","7","3","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.012747","37.618077","201125.381854","557609.351891"
"11305046","2022","1130557500","001","SK아파트 제2경로당","서울특별시 강북구 솔샘로 174","1353-1","194","50","4","4","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.012606","37.618047","201112.933973","557606.020532"
"11305047","2022","1130557500","001","삼각산아이원아파트 경로당","서울특별시 강북구 삼양로19길 113","1357","193","50","3","3","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.018004","37.615426","201589.557880","557315.195443"
"11305048","2022","1130557500","001","삼각산암산 경로당","서울특별시 강북구 삼양로19길 113","1357-2","144","50","3","2","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.018064","37.615445","201594.854823","557317.305255"
"11305119","2022","1130566000","001","한신 경로당","서울특별시 강북구 인수봉로48길 5-6","455-37","135","20","2","2","N","N","N","2021-04-19 14:39:59","2022-07-10 17:27:29","Y","","20220520","20220930","127.013960","37.634314","201232.204727","559411.502274"
"1147000438","2022","1147055000","001","목동(아)3단지 경로당","서울특별시 양천구 목동 목동서로 100  경로당 (목동 목동신시가지아파트3단지)","903 목동신시가지아파트 목동(아)3단지 경로당","210","30","7","2","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.874894","37.536978","188942.910593","548615.607528"
"1147000440","2022","1147055000","001","목동(아)4단지 경로당","서울특별시 양천구 목동 목동서로 130  경로당 (목동 목동신시가지아파트4단지)","904 목동신시가지아파트 목동(아)4단지 경로당","250","30","4","2","N","N","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.871630","37.534265","188653.994612","548314.886501"
"11740013","2022","1174051500","001","고덕리엔파크2단지경로당","서울특별시 강동구 고덕로 427  210-104 (강일동 고덕리엔파크2단지)","717","157","27","2","1","N","N","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.172782","37.558583","215266.351452","551020.178542"
"11740014","2022","1174051500","001","고덕리엔파크3단지경로당","서울특별시 강동구 상일로 74  335-802 (상일동 고덕리엔파크3단지)","490","482","30","1","3","N","Y","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.174493","37.551883","215418.971690","550276.748128"
"11590111","2022","1159064000","001","대림아파트경로당","서울특별시 동작구 사당로23길 137 (사당동)","169-8","87","40","3","2","","","","2021-04-13 18:26:38","2022-07-06 19:29:00","Y","","20220520","20220930","126.973152","37.486106","197625.513842","542962.414263"
"11740010","2022","1174051500","001","강일리버파크9단지경로당","서울특별시 강동구 고덕로97길 29  906-102 (강일동 강일리버파크)","699","127","58","2","2","N","Y","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.180699","37.559370","215965.727992","551108.764026"
"11740011","2022","1174051500","001","강일리버파크10단지경로당","서울특별시 강동구 고덕로97길 20  1009-301 (강일동 강일리버파크)","695","139","63","3","2","N","Y","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.180410","37.558884","215940.305579","551054.796878"
"11740012","2022","1174051500","001","고덕리엔파크1단지경로당","서울특별시 강동구 상일로 152  107-208 (강일동 고덕리엔파크1단지)","707","117","40","1","5","N","N","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.171474","37.560561","215150.416128","551239.479601"
"11740090","2022","1174057000","001","암사1동제1경로당","서울특별시 강동구 구천면로59길 19  지하동제2호 (암사동)","425-177","174","25","3","2","N","N","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.137941","37.550775","212189.197935","550148.405950"
"11740091","2022","1174057000","001","암사1동제2경로당","서울특별시 강동구 고덕로24길 23  암사동제2경로당 (암사동)","453-8","90","30","4","2","N","Y","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.135719","37.553639","211992.399480","550466.001202"
"11740092","2022","1174057000","001","암사1동제3경로당","서울특별시 강동구 암사13길 13-3 암사4동 제3경로당 (암사동)","474-19","147","53","4","2","N","Y","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.136744","37.552592","212083.201531","550350.005679"
"11740093","2022","1174057000","001","암사한솔경로당","서울특별시 강동구 암사19길 25","419-0","23","27","1","2","N","N","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.140364","37.551817","212403.196920","550264.405851"
"11740094","2022","1174057000","001","장생경로당","서울특별시 강동구 상암로23길 7-10","489-52","54","65","3","1","N","N","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.133794","37.548022","211823.198199","549842.403963"
"11740095","2022","1174057000","001","프라이어팰리스경로당","서울특별시 강동구 고덕로 130  104-1201 (암사동 프라이어 팰리스)","413","191","43","2","1","N","N","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.140903","37.554206","212450.401410","550529.605490"
"11740009","2022","1174051500","001","강일리버파크8단지경로당","서울특별시 강동구 아리수로94길 72  807-103 (강일동 강일리버파크)","701","110","42","2","3","N","Y","N","2021-04-05 13:29:10","2022-06-30 16:08:38","Y","","20220520","20220930","127.177024","37.561916","215640.533324","551390.811253"
"11680073","2022","1168074000","002","강남종합사회복지관","서울특별시 강남구 개포로109길 5 (개포동)","12","2131","12","3","1","N","N","N","2021-04-21 14:38:51","2022-05-26 09:37:20","Y","","20220520","20220930","127.074591","37.492331","206596.399587","543655.604370"
"11680074","2022","1168074000","002","능인종합사회복지관","서울특별시 강남구 양재대로 340 (개포동)","1055","223","40","0","2","N","N","N","2021-04-21 14:38:51","2022-05-26 09:37:20","Y","","20220520","20220930","127.052594","37.471678","204652.403975","541362.004033"
"11680078","2022","1168075000","002","수서명화종합사회복지관","서울특별시 강남구 광평로51길 49 (수서동)","707","3228","40","4","2","N","N","N","2021-04-21 14:38:51","2022-05-26 09:37:20","Y","","20220520","20220930","127.100564","37.491433","208893.406925","543557.997310"
"11680079","2022","1168075000","002","태화기독교사회복지관","서울특별시 강남구 광평로 185 (수서동)","741","29","25","1","1","N","N","N","2021-04-21 14:38:51","2022-05-26 09:37:20","Y","","20220520","20220930","127.093398","37.484829","208260.395844","542824.409454"
"11680080","2022","1168075000","002","수서종합사회복지관","서울특별시 강남구 광평로56길 11","723-0","60","30","2","2","N","N","N","2021-04-21 14:38:51","2022-05-26 09:37:20","Y","","20220520","20220930","127.104953","37.487175","209282.086311","543085.916549"
"11680069","2022","1168073000","002","대청종합사회복지관","서울특별시 강남구 양재대로55길 10 (일원동)","711","1184","30","2","4","N","N","N","2021-04-21 14:38:51","2022-05-26 09:37:20","Y","","20220520","20220930","127.091393","37.493193","208082.201063","543752.562917"
"1147000460","2022","1147057000","001","두산위브(아)경로당","서울특별시 양천구 신월로20길 7","1055","93","50","0","3","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.845523","37.519005","186343.761121","546624.651672"
"1147000462","2022","1147060000","001","경복(구립)경로당","서울특별시 양천구 가로공원로56길 30","156-0","99","60","4","2","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.825983","37.534880","184619.597263","548389.608008"
"1147000463","2022","1147060000","001","신남(구립)경로당","서울특별시 양천구 남부순환로56가길 13","198-22","223","47","4","8","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.830204","37.531264","184991.996291","547987.605221"
"1147000464","2022","1147058000","001","뜨라네(아) 경로당","서울특별시 양천구 신월동 가로공원로56길 10  경로당 (신월동)","142-14 경로당","87","20","3","2","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.823431","37.534523","184394.001226","548350.405715"
"1147000450","2022","1147060000","001","신곡(구립)경로당","서울특별시 양천구 오목로13길 38","459-0","86","40","3","2","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.844904","37.526293","186290.399716","547433.607969"
"11290210","2022","1129072500","008","새마을금고 월곡(본점)","서울특별시 성북구 화랑로11길 36","17-2","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.042404","37.603742","203744.390145","556019.047429"
"1168000083","2022","1168063000","002","대치노인복지센터","서울특별시 강남구 역삼로69길 22","901-4","25","10","0","1","N","N","N","2021-08-10 20:10:51","2022-05-26 09:37:20","Y","","20220520","20220930","127.054083","37.503024","204782.129487","544841.071231"
"11680002","2022","1168051000","001","학수정경로당","서울특별시 강남구 도산대로17길 45  3층 (신사동)","544-29 3층","145","50","6","4","N","N","N","2021-04-21 14:38:51","2022-05-26 09:37:20","Y","","20220520","20220930","127.023534","37.521386","202080.401918","546878.005470"
"11290019","2022","1129055500","001","삼선동제2경로당","서울특별시 성북구 보문로29길 86","68-2","146","25","3","2","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.013624","37.586435","201203.353572","554097.394458"
"11290211","2022","1129072500","008","국민은행 월곡역지점","서울특별시 성북구 화랑로 91","16-7","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.042095","37.602943","203717.179570","555930.432655"
"11290212","2022","1129072500","008","새서울신용협동조합(본점)","서울특별시 성북구 화랑로 95","16-16","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.042494","37.603307","203752.341596","555970.781899"
"11290217","2022","1129076000","008","장위신용협동조합","서울특별시 성북구 장위로 60","233-264","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.043213","37.613784","203815.323044","557133.721281"
"11290218","2022","1129076000","008","새마을금고 장위1동(본점)","서울특별시 성북구 장월로 119","237-275","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.048812","37.616433","204309.467914","557427.918496"
"11290175","2022","1129070500","008","IBK기업은행 종암동지점","서울특별시 성북구 종암로 108","3-395","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.034432","37.599806","203040.634367","555581.951270"
"11290174","2022","1129070500","008","근해안강망수협 종암동지점","서울특별시 성북구 종암로19길 13","69-0","5","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.034079","37.598222","203009.481408","555406.177848"
"11290173","2022","1129070500","008","KB국민은행 종암센터","서울특별시 성북구 종암로 44","8-2","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.036278","37.594285","203203.895793","554969.209793"
"11290172","2022","1129070500","008","서울종암동우체국","서울특별시 성북구 종암로 64","10-303","50","5","2","1","N","N","N","2021-04-19 16:14:39","2022-06-30 10:23:44","Y","","20220520","20220930","127.035823","37.596100","203163.609524","555170.639097"
"1147000455","2022","1147057000","001","우당아파트 경로당","서울특별시 양천구 신월동 오목로 90  경로당 (신월동 우당아파트)","506-1 우당아파트 우당아파트 경로당","24","20","2","2","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.848578","37.525800","186615.064230","547378.361938"
"1147000456","2022","1147057000","001","신도신월1차아파트 경로당","서울특별시 양천구 신월동 신월로20길 33  경로당 (신월동 신도신월1차아파트)","1029 신도신월1차아파트 신도신월1차아파트 경로당","47","25","2","1","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.846872","37.520957","186463.369630","546841.148734"
"1147000457","2022","1147060000","001","동원데자뷰(아) 경로당","서울특별시 양천구 오목로 76-2","1049-0","33","20","2","1","N","N","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.845483","37.522037","186340.804295","546961.204918"
"1147000454","2022","1147057000","001","신월대림아파트경로당","서울특별시 양천구 신월동 오목로13길 7  경로당 (신월동 신월대림아파트)","491-1 신월대림아파트 신월대림아파트경로당","42","20","1","1","N","Y","N","2021-06-07 14:37:58","2022-07-28 16:22:24","Y","","20220520","20220930","126.845889","37.525916","186377.346757","547391.644808"
"11500040","2022","1150053500","001","등촌월드메르디앙(아)어르신사랑방","서울특별시 강서구 양천로 420","711-0","33","10","2","1","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.847236","37.564470","186503.393735","551670.481537"
"1114000068","2022","1114054000","099","회현체육센터","서울특별시 중구 퇴계로12길 78 (회현동1가)","115-0","80","10","0","2","Y","Y","N","2022-06-29 13:50:18","2022-07-09 17:24:07","Y","","20220629","20220930","126.981630","37.556148","198376.797484","550736.005130"
"11500099","2022","1150060400","001","가양중앙하이츠(아)어르신사랑방","서울특별시 강서구 허준로 55-20","1467-0","39","12","2","1","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.849185","37.569820","186676.566204","552263.969134"
"11500101","2022","1150060500","001","가양9-1단지(아)어르신사랑방","서울특별시 강서구 허준로 224","1489-0","79","24","5","3","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.861639","37.560082","187775.156011","551181.471816"
"11500102","2022","1150060500","001","가양9-2단지(아)어르신사랑방","서울특별시 강서구 허준로 234","1490-0","79","24","3","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.863511","37.558769","187940.370733","551035.502385"
"11500103","2022","1150060500","001","강나루현대(아)어르신사랑방","서울특별시 강서구 양천로 507","448-1","74","22","2","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.856982","37.560734","187363.816373","551254.463145"
"11500104","2022","1150060500","001","가양7종합사회복지관정우경로당","서울특별시 강서구 허준로 209","1486-0","94","19","7","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.861331","37.561876","187748.254247","551380.635950"
"11500107","2022","1150060500","001","가양6단지(아)어르신사랑방","서울특별시 강서구 허준로 175","1485-0","127","38","5","2","N","N","N","2021-03-22 13:41:02","2022-05-17 09:21:42","Y","","20220520","20220930","126.859861","37.563089","187618.550367","551515.490734"
